label,tag
omni0608,Japanese_(katakana)/character13
omni0609,Japanese_(katakana)/character14
omni0610,Japanese_(katakana)/character15
omni0611,Japanese_(katakana)/character16
omni0612,Japanese_(katakana)/character17
omni0613,Japanese_(katakana)/character18
omni0614,Japanese_(katakana)/character19
omni0615,Japanese_(katakana)/character20
omni0616,Japanese_(katakana)/character21
omni0617,Japanese_(katakana)/character22
omni0618,Japanese_(katakana)/character23
omni0619,Japanese_(katakana)/character24
omni0620,Japanese_(katakana)/character25
omni0621,Japanese_(katakana)/character26
omni0622,Japanese_(katakana)/character27
omni0623,Japanese_(katakana)/character28
omni0624,Japanese_(katakana)/character29
omni0625,Japanese_(katakana)/character30
omni0626,Japanese_(katakana)/character31
omni0627,Japanese_(katakana)/character32
omni0628,Japanese_(katakana)/character33
omni0629,Japanese_(katakana)/character34
omni0630,Japanese_(katakana)/character35
omni0631,Japanese_(katakana)/character36
omni0632,Japanese_(katakana)/character37
omni0633,Japanese_(katakana)/character38
omni0634,Japanese_(katakana)/character39
omni0635,Japanese_(katakana)/character40
omni0636,Japanese_(katakana)/character41
omni0637,Japanese_(katakana)/character42
omni0638,Japanese_(katakana)/character43
omni0639,Japanese_(katakana)/character44
omni0640,Japanese_(katakana)/character45
omni0641,Japanese_(katakana)/character46
omni0642,Japanese_(katakana)/character47
omni1205,Kannada/character01
omni1206,Kannada/character02
omni1207,Kannada/character03
omni1208,Kannada/character04
omni1209,Kannada/character05
omni1210,Kannada/character06
omni1211,Kannada/character07
omni1212,Kannada/character08
omni1213,Kannada/character09
omni1214,Kannada/character10
omni1215,Kannada/character11
omni1216,Kannada/character12
omni1217,Kannada/character13
omni1218,Kannada/character14
omni1219,Kannada/character15
omni1220,Kannada/character16
omni1221,Kannada/character17
omni1222,Kannada/character18
omni1223,Kannada/character19
omni1224,Kannada/character20
omni1225,Kannada/character21
omni1226,Kannada/character22
omni1227,Kannada/character23
omni1228,Kannada/character24
omni1229,Kannada/character25
omni1230,Kannada/character26
omni1231,Kannada/character27
omni1232,Kannada/character28
omni1233,Kannada/character29
omni1234,Kannada/character30
omni1235,Kannada/character31
omni1236,Kannada/character32
omni1237,Kannada/character33
omni1238,Kannada/character34
omni1239,Kannada/character35
omni1240,Kannada/character36
omni1241,Kannada/character37
omni1242,Kannada/character38
omni1243,Kannada/character39
omni1244,Kannada/character40
omni1245,Kannada/character41
omni1246,Keble/character01
omni1247,Keble/character02
omni1248,Keble/character03
omni1249,Keble/character04
omni1250,Keble/character05
omni1251,Keble/character06
omni1252,Keble/character07
omni1253,Keble/character08
omni1254,Keble/character09
omni1255,Keble/character10
omni1256,Keble/character11
omni1257,Keble/character12
omni1258,Keble/character13
omni1259,Keble/character14
omni1260,Keble/character15
omni1261,Keble/character16
omni1262,Keble/character17
omni1263,Keble/character18
omni1264,Keble/character19
omni1265,Keble/character20
omni1266,Keble/character21
omni1267,Keble/character22
omni1268,Keble/character23
omni1269,Keble/character24
omni1270,Keble/character25
omni1271,Keble/character26
omni0643,Korean/character01
omni0644,Korean/character02
omni0645,Korean/character03
omni0646,Korean/character04
omni0647,Korean/character05
omni0648,Korean/character06
omni0649,Korean/character07
omni0650,Korean/character08
omni0651,Korean/character09
omni0652,Korean/character10
omni0653,Korean/character11
omni0654,Korean/character12
omni0655,Korean/character13
omni0656,Korean/character14
omni0657,Korean/character15
omni0658,Korean/character16
omni0659,Korean/character17
omni0660,Korean/character18
omni0661,Korean/character19
omni0662,Korean/character20
omni0663,Korean/character21
omni0664,Korean/character22
omni0665,Korean/character23
omni0666,Korean/character24
omni0667,Korean/character25
omni0668,Korean/character26
omni0669,Korean/character27
omni0670,Korean/character28
omni0671,Korean/character29
omni0672,Korean/character30
omni0673,Korean/character31
omni0674,Korean/character32
omni0675,Korean/character33
omni0676,Korean/character34
omni0677,Korean/character35
omni0678,Korean/character36
omni0679,Korean/character37
omni0680,Korean/character38
omni0681,Korean/character39
omni0682,Korean/character40
omni0683,Latin/character01
omni0684,Latin/character02
omni0685,Latin/character03
omni0686,Latin/character04
omni0687,Latin/character05
omni0688,Latin/character06
omni0689,Latin/character07
omni0690,Latin/character08
omni0691,Latin/character09
omni0692,Latin/character10
omni0693,Latin/character11
omni0694,Latin/character12
omni0695,Latin/character13
omni0696,Latin/character14
omni0697,Latin/character15
omni0698,Latin/character16
omni0699,Latin/character17
omni0700,Latin/character18
omni0701,Latin/character19
omni0702,Latin/character20
omni0703,Latin/character21
omni0704,Latin/character22
omni0705,Latin/character23
omni0706,Latin/character24
omni0707,Latin/character25
omni0708,Latin/character26
omni1272,Malayalam/character01
omni1273,Malayalam/character02
omni1274,Malayalam/character03
omni1275,Malayalam/character04
omni1276,Malayalam/character05
omni1277,Malayalam/character06
omni1278,Malayalam/character07
omni1279,Malayalam/character08
omni1280,Malayalam/character09
omni1281,Malayalam/character10
omni1282,Malayalam/character11
omni1283,Malayalam/character12
omni1284,Malayalam/character13
omni1285,Malayalam/character14
omni1286,Malayalam/character15
omni1287,Malayalam/character16
omni1288,Malayalam/character17
omni1289,Malayalam/character18
omni1290,Malayalam/character19
omni1291,Malayalam/character20
omni1292,Malayalam/character21
omni1293,Malayalam/character22
omni1294,Malayalam/character23
omni1295,Malayalam/character24
omni1296,Malayalam/character25
omni1297,Malayalam/character26
omni1298,Malayalam/character27
omni1299,Malayalam/character28
omni1300,Malayalam/character29
omni1301,Malayalam/character30
omni1302,Malayalam/character31
omni1303,Malayalam/character32
omni1304,Malayalam/character33
omni1305,Malayalam/character34
omni1306,Malayalam/character35
omni1307,Malayalam/character36
omni1308,Malayalam/character37
omni1309,Malayalam/character38
omni1310,Malayalam/character39
omni1311,Malayalam/character40
omni1312,Malayalam/character41
omni1313,Malayalam/character42
omni1314,Malayalam/character43
omni1315,Malayalam/character44
omni1316,Malayalam/character45
omni1317,Malayalam/character46
omni1318,Malayalam/character47
omni0556,Malay_(Jawi_-_Arabic)/character01
omni0557,Malay_(Jawi_-_Arabic)/character02
omni0558,Malay_(Jawi_-_Arabic)/character03
omni0559,Malay_(Jawi_-_Arabic)/character04
omni0560,Malay_(Jawi_-_Arabic)/character05
omni0561,Malay_(Jawi_-_Arabic)/character06
omni0562,Malay_(Jawi_-_Arabic)/character07
omni0563,Malay_(Jawi_-_Arabic)/character08
omni0564,Malay_(Jawi_-_Arabic)/character09
omni0565,Malay_(Jawi_-_Arabic)/character10
omni0566,Malay_(Jawi_-_Arabic)/character11
omni0567,Malay_(Jawi_-_Arabic)/character12
omni0568,Malay_(Jawi_-_Arabic)/character13
omni0569,Malay_(Jawi_-_Arabic)/character14
omni0570,Malay_(Jawi_-_Arabic)/character15
omni0571,Malay_(Jawi_-_Arabic)/character16
omni0572,Malay_(Jawi_-_Arabic)/character17
omni0573,Malay_(Jawi_-_Arabic)/character18
omni0574,Malay_(Jawi_-_Arabic)/character19
omni0575,Malay_(Jawi_-_Arabic)/character20
omni0576,Malay_(Jawi_-_Arabic)/character21
omni0577,Malay_(Jawi_-_Arabic)/character22
omni0578,Malay_(Jawi_-_Arabic)/character23
omni0579,Malay_(Jawi_-_Arabic)/character24
omni0580,Malay_(Jawi_-_Arabic)/character25
omni0581,Malay_(Jawi_-_Arabic)/character26
omni0582,Malay_(Jawi_-_Arabic)/character27
omni0583,Malay_(Jawi_-_Arabic)/character28
omni0584,Malay_(Jawi_-_Arabic)/character29
omni0585,Malay_(Jawi_-_Arabic)/character30
omni0586,Malay_(Jawi_-_Arabic)/character31
omni0587,Malay_(Jawi_-_Arabic)/character32
omni0588,Malay_(Jawi_-_Arabic)/character33
omni0589,Malay_(Jawi_-_Arabic)/character34
omni0590,Malay_(Jawi_-_Arabic)/character35
omni0591,Malay_(Jawi_-_Arabic)/character36
omni0592,Malay_(Jawi_-_Arabic)/character37
omni0593,Malay_(Jawi_-_Arabic)/character38
omni0594,Malay_(Jawi_-_Arabic)/character39
omni0595,Malay_(Jawi_-_Arabic)/character40
omni1319,Manipuri/character01
omni1320,Manipuri/character02
omni1321,Manipuri/character03
omni1322,Manipuri/character04
omni1323,Manipuri/character05
omni1324,Manipuri/character06
omni1325,Manipuri/character07
omni1326,Manipuri/character08
omni1327,Manipuri/character09
omni1328,Manipuri/character10
omni1329,Manipuri/character11
omni1330,Manipuri/character12
omni1331,Manipuri/character13
omni1332,Manipuri/character14
omni1333,Manipuri/character15
omni1334,Manipuri/character16
omni1335,Manipuri/character17
omni1336,Manipuri/character18
omni1337,Manipuri/character19
omni1338,Manipuri/character20
omni1339,Manipuri/character21
omni1340,Manipuri/character22
omni1341,Manipuri/character23
omni1342,Manipuri/character24
omni1343,Manipuri/character25
omni1344,Manipuri/character26
omni1345,Manipuri/character27
omni1346,Manipuri/character28
omni1347,Manipuri/character29
omni1348,Manipuri/character30
omni1349,Manipuri/character31
omni1350,Manipuri/character32
omni1351,Manipuri/character33
omni1352,Manipuri/character34
omni1353,Manipuri/character35
omni1354,Manipuri/character36
omni1355,Manipuri/character37
omni1356,Manipuri/character38
omni1357,Manipuri/character39
omni1358,Manipuri/character40
omni0729,Mkhedruli_(Georgian)/character01
omni0730,Mkhedruli_(Georgian)/character02
omni0731,Mkhedruli_(Georgian)/character03
omni0732,Mkhedruli_(Georgian)/character04
omni0733,Mkhedruli_(Georgian)/character05
omni0734,Mkhedruli_(Georgian)/character06
omni0735,Mkhedruli_(Georgian)/character07
omni0736,Mkhedruli_(Georgian)/character08
omni0737,Mkhedruli_(Georgian)/character09
omni0738,Mkhedruli_(Georgian)/character10
omni0739,Mkhedruli_(Georgian)/character11
omni0740,Mkhedruli_(Georgian)/character12
omni0741,Mkhedruli_(Georgian)/character13
omni0742,Mkhedruli_(Georgian)/character14
omni0743,Mkhedruli_(Georgian)/character15
omni0744,Mkhedruli_(Georgian)/character16
omni0745,Mkhedruli_(Georgian)/character17
omni0746,Mkhedruli_(Georgian)/character18
omni0747,Mkhedruli_(Georgian)/character19
omni0748,Mkhedruli_(Georgian)/character20
omni0749,Mkhedruli_(Georgian)/character21
omni0750,Mkhedruli_(Georgian)/character22
omni0751,Mkhedruli_(Georgian)/character23
omni0752,Mkhedruli_(Georgian)/character24
omni0753,Mkhedruli_(Georgian)/character25
omni0754,Mkhedruli_(Georgian)/character26
omni0755,Mkhedruli_(Georgian)/character27
omni0756,Mkhedruli_(Georgian)/character28
omni0757,Mkhedruli_(Georgian)/character29
omni0758,Mkhedruli_(Georgian)/character30
omni0759,Mkhedruli_(Georgian)/character31
omni0760,Mkhedruli_(Georgian)/character32
omni0761,Mkhedruli_(Georgian)/character33
omni0762,Mkhedruli_(Georgian)/character34
omni0763,Mkhedruli_(Georgian)/character35
omni0764,Mkhedruli_(Georgian)/character36
omni0765,Mkhedruli_(Georgian)/character37
omni0766,Mkhedruli_(Georgian)/character38
omni0767,Mkhedruli_(Georgian)/character39
omni0768,Mkhedruli_(Georgian)/character40
omni0769,Mkhedruli_(Georgian)/character41
omni1359,Mongolian/character01
omni1360,Mongolian/character02
omni1361,Mongolian/character03
omni1362,Mongolian/character04
omni1363,Mongolian/character05
omni1364,Mongolian/character06
omni1365,Mongolian/character07
omni1366,Mongolian/character08
omni1367,Mongolian/character09
omni1368,Mongolian/character10
omni1369,Mongolian/character11
omni1370,Mongolian/character12
omni1371,Mongolian/character13
omni1372,Mongolian/character14
omni1373,Mongolian/character15
omni1374,Mongolian/character16
omni1375,Mongolian/character17
omni1376,Mongolian/character18
omni1377,Mongolian/character19
omni1378,Mongolian/character20
omni1379,Mongolian/character21
omni1380,Mongolian/character22
omni1381,Mongolian/character23
omni1382,Mongolian/character24
omni1383,Mongolian/character25
omni1384,Mongolian/character26
omni1385,Mongolian/character27
omni1386,Mongolian/character28
omni1387,Mongolian/character29
omni1388,Mongolian/character30
omni0804,N_Ko/character01
omni0805,N_Ko/character02
omni0806,N_Ko/character03
omni0807,N_Ko/character04
omni0808,N_Ko/character05
omni0809,N_Ko/character06
omni0810,N_Ko/character07
omni0811,N_Ko/character08
omni0812,N_Ko/character09
omni0813,N_Ko/character10
omni0814,N_Ko/character11
omni0815,N_Ko/character12
omni0816,N_Ko/character13
omni0817,N_Ko/character14
omni0818,N_Ko/character15
omni0819,N_Ko/character16
omni0820,N_Ko/character17
omni0821,N_Ko/character18
omni0822,N_Ko/character19
omni0823,N_Ko/character20
omni0824,N_Ko/character21
omni0825,N_Ko/character22
omni0826,N_Ko/character23
omni0827,N_Ko/character24
omni0828,N_Ko/character25
omni0829,N_Ko/character26
omni0830,N_Ko/character27
omni0831,N_Ko/character28
omni0832,N_Ko/character29
omni0833,N_Ko/character30
omni0834,N_Ko/character31
omni0835,N_Ko/character32
omni0836,N_Ko/character33
omni0837,Ojibwe_(Canadian_Aboriginal_Syllabics)/character01
omni0838,Ojibwe_(Canadian_Aboriginal_Syllabics)/character02
omni0839,Ojibwe_(Canadian_Aboriginal_Syllabics)/character03
omni0840,Ojibwe_(Canadian_Aboriginal_Syllabics)/character04
omni0841,Ojibwe_(Canadian_Aboriginal_Syllabics)/character05
omni0842,Ojibwe_(Canadian_Aboriginal_Syllabics)/character06
omni0843,Ojibwe_(Canadian_Aboriginal_Syllabics)/character07
omni0844,Ojibwe_(Canadian_Aboriginal_Syllabics)/character08
omni0845,Ojibwe_(Canadian_Aboriginal_Syllabics)/character09
omni0846,Ojibwe_(Canadian_Aboriginal_Syllabics)/character10
omni0847,Ojibwe_(Canadian_Aboriginal_Syllabics)/character11
omni0848,Ojibwe_(Canadian_Aboriginal_Syllabics)/character12
omni0849,Ojibwe_(Canadian_Aboriginal_Syllabics)/character13
omni0850,Ojibwe_(Canadian_Aboriginal_Syllabics)/character14
omni1389,Old_Church_Slavonic_(Cyrillic)/character01
omni1390,Old_Church_Slavonic_(Cyrillic)/character02
omni1391,Old_Church_Slavonic_(Cyrillic)/character03
omni1392,Old_Church_Slavonic_(Cyrillic)/character04
omni1393,Old_Church_Slavonic_(Cyrillic)/character05
omni1394,Old_Church_Slavonic_(Cyrillic)/character06
omni1395,Old_Church_Slavonic_(Cyrillic)/character07
omni1396,Old_Church_Slavonic_(Cyrillic)/character08
omni1397,Old_Church_Slavonic_(Cyrillic)/character09
omni1398,Old_Church_Slavonic_(Cyrillic)/character10
omni1399,Old_Church_Slavonic_(Cyrillic)/character11
omni1400,Old_Church_Slavonic_(Cyrillic)/character12
omni1401,Old_Church_Slavonic_(Cyrillic)/character13
omni1402,Old_Church_Slavonic_(Cyrillic)/character14
omni1403,Old_Church_Slavonic_(Cyrillic)/character15
omni1404,Old_Church_Slavonic_(Cyrillic)/character16
omni1405,Old_Church_Slavonic_(Cyrillic)/character17
omni1406,Old_Church_Slavonic_(Cyrillic)/character18
omni1407,Old_Church_Slavonic_(Cyrillic)/character19
omni1408,Old_Church_Slavonic_(Cyrillic)/character20
omni1409,Old_Church_Slavonic_(Cyrillic)/character21
omni1410,Old_Church_Slavonic_(Cyrillic)/character22
omni1411,Old_Church_Slavonic_(Cyrillic)/character23
omni1412,Old_Church_Slavonic_(Cyrillic)/character24
omni1413,Old_Church_Slavonic_(Cyrillic)/character25
omni1414,Old_Church_Slavonic_(Cyrillic)/character26
omni1415,Old_Church_Slavonic_(Cyrillic)/character27
omni1416,Old_Church_Slavonic_(Cyrillic)/character28
omni1417,Old_Church_Slavonic_(Cyrillic)/character29
omni1418,Old_Church_Slavonic_(Cyrillic)/character30
omni1419,Old_Church_Slavonic_(Cyrillic)/character31
omni1420,Old_Church_Slavonic_(Cyrillic)/character32
omni1421,Old_Church_Slavonic_(Cyrillic)/character33
omni1422,Old_Church_Slavonic_(Cyrillic)/character34
omni1423,Old_Church_Slavonic_(Cyrillic)/character35
omni1424,Old_Church_Slavonic_(Cyrillic)/character36
omni1425,Old_Church_Slavonic_(Cyrillic)/character37
omni1426,Old_Church_Slavonic_(Cyrillic)/character38
omni1427,Old_Church_Slavonic_(Cyrillic)/character39
omni1428,Old_Church_Slavonic_(Cyrillic)/character40
omni1429,Old_Church_Slavonic_(Cyrillic)/character41
omni1430,Old_Church_Slavonic_(Cyrillic)/character42
omni1431,Old_Church_Slavonic_(Cyrillic)/character43
omni1432,Old_Church_Slavonic_(Cyrillic)/character44
omni1433,Old_Church_Slavonic_(Cyrillic)/character45
omni1434,Oriya/character01
omni1435,Oriya/character02
omni1436,Oriya/character03
omni1437,Oriya/character04
omni1438,Oriya/character05
omni1439,Oriya/character06
omni1440,Oriya/character07
omni1441,Oriya/character08
omni1442,Oriya/character09
omni1443,Oriya/character10
omni1444,Oriya/character11
omni1445,Oriya/character12
omni1446,Oriya/character13
omni1447,Oriya/character14
omni1448,Oriya/character15
omni1449,Oriya/character16
omni1450,Oriya/character17
omni1451,Oriya/character18
omni1452,Oriya/character19
omni1453,Oriya/character20
omni1454,Oriya/character21
omni1455,Oriya/character22
omni1456,Oriya/character23
omni1457,Oriya/character24
omni1458,Oriya/character25
omni1459,Oriya/character26
omni1460,Oriya/character27
omni1461,Oriya/character28
omni1462,Oriya/character29
omni1463,Oriya/character30
omni1464,Oriya/character31
omni1465,Oriya/character32
omni1466,Oriya/character33
omni1467,Oriya/character34
omni1468,Oriya/character35
omni1469,Oriya/character36
omni1470,Oriya/character37
omni1471,Oriya/character38
omni1472,Oriya/character39
omni1473,Oriya/character40
omni1474,Oriya/character41
omni1475,Oriya/character42
omni1476,Oriya/character43
omni1477,Oriya/character44
omni1478,Oriya/character45
omni1479,Oriya/character46
omni0851,Sanskrit/character01
omni0852,Sanskrit/character02
omni0853,Sanskrit/character03
omni0854,Sanskrit/character04
omni0855,Sanskrit/character05
omni0856,Sanskrit/character06
omni0857,Sanskrit/character07
omni0858,Sanskrit/character08
omni0859,Sanskrit/character09
omni0860,Sanskrit/character10
omni0861,Sanskrit/character11
omni0862,Sanskrit/character12
omni0863,Sanskrit/character13
omni0864,Sanskrit/character14
omni0865,Sanskrit/character15
omni0866,Sanskrit/character16
omni0867,Sanskrit/character17
omni0868,Sanskrit/character18
omni0869,Sanskrit/character19
omni0870,Sanskrit/character20
omni0871,Sanskrit/character21
omni0872,Sanskrit/character22
omni0873,Sanskrit/character23
omni0874,Sanskrit/character24
omni0875,Sanskrit/character25
omni0876,Sanskrit/character26
omni0877,Sanskrit/character27
omni0878,Sanskrit/character28
omni0879,Sanskrit/character29
omni0880,Sanskrit/character30
omni0881,Sanskrit/character31
omni0882,Sanskrit/character32
omni0883,Sanskrit/character33
omni0884,Sanskrit/character34
omni0885,Sanskrit/character35
omni0886,Sanskrit/character36
omni0887,Sanskrit/character37
omni0888,Sanskrit/character38
omni0889,Sanskrit/character39
omni0890,Sanskrit/character40
omni0891,Sanskrit/character41
omni0892,Sanskrit/character42
omni1503,Sylheti/character01
omni1504,Sylheti/character02
omni1505,Sylheti/character03
omni1506,Sylheti/character04
omni1507,Sylheti/character05
omni1508,Sylheti/character06
omni1509,Sylheti/character07
omni1510,Sylheti/character08
omni1511,Sylheti/character09
omni1512,Sylheti/character10
omni1513,Sylheti/character11
omni1514,Sylheti/character12
omni1515,Sylheti/character13
omni1516,Sylheti/character14
omni1517,Sylheti/character15
omni1518,Sylheti/character16
omni1519,Sylheti/character17
omni1520,Sylheti/character18
omni1521,Sylheti/character19
omni1522,Sylheti/character20
omni1523,Sylheti/character21
omni1524,Sylheti/character22
omni1525,Sylheti/character23
omni1526,Sylheti/character24
omni1527,Sylheti/character25
omni1528,Sylheti/character26
omni1529,Sylheti/character27
omni1530,Sylheti/character28
omni0273,Syriac_(Estrangelo)/character01
omni0274,Syriac_(Estrangelo)/character02
omni0275,Syriac_(Estrangelo)/character03
omni0276,Syriac_(Estrangelo)/character04
omni0277,Syriac_(Estrangelo)/character05
omni0278,Syriac_(Estrangelo)/character06
omni0279,Syriac_(Estrangelo)/character07
omni0280,Syriac_(Estrangelo)/character08
omni0281,Syriac_(Estrangelo)/character09
omni0282,Syriac_(Estrangelo)/character10
omni0283,Syriac_(Estrangelo)/character11
omni0284,Syriac_(Estrangelo)/character12
omni0285,Syriac_(Estrangelo)/character13
omni0286,Syriac_(Estrangelo)/character14
omni0287,Syriac_(Estrangelo)/character15
omni0288,Syriac_(Estrangelo)/character16
omni0289,Syriac_(Estrangelo)/character17
omni0290,Syriac_(Estrangelo)/character18
omni0291,Syriac_(Estrangelo)/character19
omni0292,Syriac_(Estrangelo)/character20
omni0293,Syriac_(Estrangelo)/character21
omni0294,Syriac_(Estrangelo)/character22
omni0295,Syriac_(Estrangelo)/character23
omni1480,Syriac_(Serto)/character01
omni1481,Syriac_(Serto)/character02
omni1482,Syriac_(Serto)/character03
omni1483,Syriac_(Serto)/character04
omni1484,Syriac_(Serto)/character05
omni1485,Syriac_(Serto)/character06
omni1486,Syriac_(Serto)/character07
omni1487,Syriac_(Serto)/character08
omni1488,Syriac_(Serto)/character09
omni1489,Syriac_(Serto)/character10
omni1490,Syriac_(Serto)/character11
omni1491,Syriac_(Serto)/character12
omni1492,Syriac_(Serto)/character13
omni1493,Syriac_(Serto)/character14
omni1494,Syriac_(Serto)/character15
omni1495,Syriac_(Serto)/character16
omni1496,Syriac_(Serto)/character17
omni1497,Syriac_(Serto)/character18
omni1498,Syriac_(Serto)/character19
omni1499,Syriac_(Serto)/character20
omni1500,Syriac_(Serto)/character21
omni1501,Syriac_(Serto)/character22
omni1502,Syriac_(Serto)/character23
omni0893,Tagalog/character01
omni0894,Tagalog/character02
omni0895,Tagalog/character03
omni0896,Tagalog/character04
omni0897,Tagalog/character05
omni0898,Tagalog/character06
omni0899,Tagalog/character07
omni0900,Tagalog/character08
omni0901,Tagalog/character09
omni0902,Tagalog/character10
omni0903,Tagalog/character11
omni0904,Tagalog/character12
omni0905,Tagalog/character13
omni0906,Tagalog/character14
omni0907,Tagalog/character15
omni0908,Tagalog/character16
omni0909,Tagalog/character17
omni1531,Tengwar/character01
omni1532,Tengwar/character02
omni1533,Tengwar/character03
omni1534,Tengwar/character04
omni1535,Tengwar/character05
omni1536,Tengwar/character06
omni1537,Tengwar/character07
omni1538,Tengwar/character08
omni1539,Tengwar/character09
omni1540,Tengwar/character10
omni1541,Tengwar/character11
omni1542,Tengwar/character12
omni1543,Tengwar/character13
omni1544,Tengwar/character14
omni1545,Tengwar/character15
omni1546,Tengwar/character16
omni1547,Tengwar/character17
omni1548,Tengwar/character18
omni1549,Tengwar/character19
omni1550,Tengwar/character20
omni1551,Tengwar/character21
omni1552,Tengwar/character22
omni1553,Tengwar/character23
omni1554,Tengwar/character24
omni1555,Tengwar/character25
omni1556,Tibetan/character01
omni1557,Tibetan/character02
omni1558,Tibetan/character03
omni1559,Tibetan/character04
omni1560,Tibetan/character05
omni1561,Tibetan/character06
omni1562,Tibetan/character07
omni1563,Tibetan/character08
omni1564,Tibetan/character09
omni1565,Tibetan/character10
omni1566,Tibetan/character11
omni1567,Tibetan/character12
omni1568,Tibetan/character13
omni1569,Tibetan/character14
omni1570,Tibetan/character15
omni1571,Tibetan/character16
omni1572,Tibetan/character17
omni1573,Tibetan/character18
omni1574,Tibetan/character19
omni1575,Tibetan/character20
omni1576,Tibetan/character21
omni1577,Tibetan/character22
omni1578,Tibetan/character23
omni1579,Tibetan/character24
omni1580,Tibetan/character25
omni1581,Tibetan/character26
omni1582,Tibetan/character27
omni1583,Tibetan/character28
omni1584,Tibetan/character29
omni1585,Tibetan/character30
omni1586,Tibetan/character31
omni1587,Tibetan/character32
omni1588,Tibetan/character33
omni1589,Tibetan/character34
omni1590,Tibetan/character35
omni1591,Tibetan/character36
omni1592,Tibetan/character37
omni1593,Tibetan/character38
omni1594,Tibetan/character39
omni1595,Tibetan/character40
omni1596,Tibetan/character41
omni1597,Tibetan/character42
omni0910,Tifinagh/character01
omni0911,Tifinagh/character02
omni0912,Tifinagh/character03
omni0913,Tifinagh/character04
omni0914,Tifinagh/character05
omni0915,Tifinagh/character06
omni0916,Tifinagh/character07
omni0917,Tifinagh/character08
omni0918,Tifinagh/character09
omni0919,Tifinagh/character10
omni0920,Tifinagh/character11
omni0921,Tifinagh/character12
omni0922,Tifinagh/character13
omni0923,Tifinagh/character14
omni0924,Tifinagh/character15
omni0925,Tifinagh/character16
omni0926,Tifinagh/character17
omni0927,Tifinagh/character18
omni0928,Tifinagh/character19
omni0929,Tifinagh/character20
omni0930,Tifinagh/character21
omni0931,Tifinagh/character22
omni0932,Tifinagh/character23
omni0933,Tifinagh/character24
omni0934,Tifinagh/character25
omni0935,Tifinagh/character26
omni0936,Tifinagh/character27
omni0937,Tifinagh/character28
omni0938,Tifinagh/character29
omni0939,Tifinagh/character30
omni0940,Tifinagh/character31
omni0941,Tifinagh/character32
omni0942,Tifinagh/character33
omni0943,Tifinagh/character34
omni0944,Tifinagh/character35
omni0945,Tifinagh/character36
omni0946,Tifinagh/character37
omni0947,Tifinagh/character38
omni0948,Tifinagh/character39
omni0949,Tifinagh/character40
omni0950,Tifinagh/character41
omni0951,Tifinagh/character42
omni0952,Tifinagh/character43
omni0953,Tifinagh/character44
omni0954,Tifinagh/character45
omni0955,Tifinagh/character46
omni0956,Tifinagh/character47
omni0957,Tifinagh/character48
omni0958,Tifinagh/character49
omni0959,Tifinagh/character50
omni0960,Tifinagh/character51
omni0961,Tifinagh/character52
omni0962,Tifinagh/character53
omni0963,Tifinagh/character54
omni0964,Tifinagh/character55
omni1598,ULOG/character01
omni1599,ULOG/character02
omni1600,ULOG/character03
omni1601,ULOG/character04
omni1602,ULOG/character05
omni1603,ULOG/character06
omni1604,ULOG/character07
omni1605,ULOG/character08
omni1606,ULOG/character09
omni1607,ULOG/character10
omni1608,ULOG/character11
omni1609,ULOG/character12
omni1610,ULOG/character13
omni1611,ULOG/character14
omni1612,ULOG/character15
omni1613,ULOG/character16
omni1614,ULOG/character17
omni1615,ULOG/character18
omni1616,ULOG/character19
omni1617,ULOG/character20
omni1618,ULOG/character21
omni1619,ULOG/character22
omni1620,ULOG/character23
omni1621,ULOG/character24
omni1622,ULOG/character25
omni1623,ULOG/character26
